자원명,관리기관구분,시도,군구,경도,위도
(구)5일장터부지,지방자치단체,강원도,화천군,127.7050106,38.1024008
(구)고려병원노상주차장,지방자치단체,충청남도,논산시,127.0830643,36.20448781
(구)공무원아파트,지방자치단체,강원도,춘천시,127.745392,37.88006099
(구)국도43번호선(천현동) 거주자우선주차장,지방자치단체,경기도,하남시,127.213536,37.53401534
(구)군수 관사 옆,지방자치단체,전라남도,강진군,126.7661703,34.6415993
(구)문광재단 옆,지방자치단체,전라남도,강진군,126.7678524,34.64151197
(구)문화원 주차장,지방자치단체,강원도,강릉시,128.8878614,37.7546638
(구)보훈병원주차장,지방자치단체,광주광역시,남구,126.9013117,35.13005616
(구)북부지법주변 공영주차장,지방자치단체,서울특별시,노원구,127.0767,37.61967
(구)비산동사무소,지방자치단체,경상북도,구미시,128.380843,36.12361038
(구)승리반점,지방자치단체,전라북도,순창군,127.140276,35.374157
(구)양림동주민센터,지방자치단체,광주광역시,남구,126.9156467,35.13703993
(구)용인교육청 앞,지방자치단체,경기도,용인시,127.203385,37.238856
(구)원평2동사무소,지방자치단체,경상북도,구미시,128.3258638,36.1308805
(구)전곡읍민회관공영주차장,지방자치단체,경기도,연천군,127.0706681,38.023787
(구)전곡읍사무소,지방자치단체,경기도,연천군,127.0667572,38.0316722
(구)전원식당 주차장,지방자치단체,충청북도,괴산군,127.793041,36.810569
(구)죽도주민센터 공영주차장,지방자치단체,경상북도,포항시,129.3639912,36.0318564
(구)채소시장 주차장,지방자치단체,충청북도,옥천군,127.568871,36.302025
(구)학소정,지방자치단체,경기도,연천군,127.064334,38.035142
(구)화평동사무소앞,지방자치단체,인천광역시,동구,126.6300484,37.4787097
(임차)창절서원주차장,지방자치단체,강원도,영월군,128.4655736,37.1885393
10-1 설봉공원입구,지방자치단체,경기도,이천시,127.4373564,37.27935789
10-2 새설봉사거리,지방자치단체,경기도,이천시,127.4377679,37.27835625
1-1 관고교앞,지방자치단체,경기도,이천시,127.4381067,37.28040933
11토지 주차장 1,지방자치단체,강원도,춘천시,127.7261656,37.8644562
11토지 주차장 2,지방자치단체,강원도,춘천시,127.7261656,37.8644562
11토지 주차장 3,지방자치단체,강원도,춘천시,127.7261656,37.8644562
1-2 은혜예식장뒤,지방자치단체,경기도,이천시,127.4391877,37.28016208
1-3 한아름공원앞(이마트),지방자치단체,경기도,이천시,127.439773,37.2799707
163호 주차장,지방자치단체,경기도,안산시,126.7940885,37.30697174
1913송정역시장 주차타워,지방자치단체,광주광역시,광산구,126.807131,35.193989
1단지기업사랑,지방자치단체,경상북도,구미시,128.3793462,36.11618794
1지구(제1주차장),지방자치단체,충청남도,보령시,126.519573,36.306257
2-1 관고전통시장입구앞,지방자치단체,경기도,이천시,127.4406557,37.28052608
2-2 이천성당앞,지방자치단체,경기도,이천시,127.4409567,37.2799393
2-4 주차장사무실맞은편,지방자치단체,경기도,이천시,127.4419865,37.28057521
2사단 정문 주차장,지방자치단체,경기도,동두천시,127.0567338,37.9183586
2지구(제1주차장),지방자치단체,충청남도,보령시,126.509035,36.320955
2지구(제2주차장),지방자치단체,충청남도,보령시,126.512653,36.32059
2청사 주변 주차장,지방자치단체,경상남도,합천군,128.157093,35.5659706
2호관사앞 공영주차장,지방자치단체,경상북도,울진군,129.4030048,36.99719039
3.1 기념탑 주차장,지방자치단체,강원도,강릉시,128.896171,37.791968
3.1운동 기념관 공영주차장,지방자치단체,전라북도,군산시,126.7426287,35.98585934
3-1 세람저축은행앞,지방자치단체,경기도,이천시,127.4432907,37.27991262
3-2 세람저축은행맞은편,지방자치단체,경기도,이천시,127.4436318,37.28040691
3-3 CGV맞은편,지방자치단체,경기도,이천시,127.4442391,37.28013434
3공단 임시공영주차장,지방자치단체,대구광역시,북구,128.5593348,35.89459606
3공단로1 공영주차장,지방자치단체,대구광역시,북구,128.5610731,35.88984139
3공단로2 공영주차장,지방자치단체,대구광역시,북구,128.5585283,35.8938485
3지구(제1주차장),지방자치단체,충청남도,보령시,126.514389,36.313445
3지구(제2주차장),지방자치단체,충청남도,보령시,126.514389,36.313445
3지구(제3주차장),지방자치단체,충청남도,보령시,126.51373,36.316874
3지구(제4주차장),지방자치단체,충청남도,보령시,126.516509,36.31552
3지구(제5주차장),지방자치단체,충청남도,보령시,126.512588,36.317582
4-2 산림조합앞,지방자치단체,경기도,이천시,127.445486,37.27932778
4-3 새마을금고앞,지방자치단체,경기도,이천시,127.4453736,37.27938226
4-4 라온팰리스맞은편,지방자치단체,경기도,이천시,127.4464289,37.27860343
46블록,지방자치단체,경기도,시흥시,126.7245914,37.3528202
48블록,지방자치단체,경기도,시흥시,126.7343516,37.3464446
49블록,지방자치단체,경기도,시흥시,126.7368761,37.3458661
5060청춘로드 주차장,지방자치단체,경기도,동두천시,127.0515263,37.90520432
5-1 관고2통보호수앞,지방자치단체,경기도,이천시,127.438266,37.28066103
51블록,지방자치단체,경기도,시흥시,126.7485601,37.3391904
5-2 관고사거리(구.세무서),지방자치단체,경기도,이천시,127.4385989,37.28168697
5일장터부지,지방자치단체,강원도,화천군,127.7070173,38.1029906
604주유소 - 삼영파크 주차장,지방자치단체,경상남도,의령군,128.2555788,35.3196777
6-1 중리동주민센터아래,지방자치단체,경기도,이천시,127.4425762,37.27921248
6-2 중리동주민센터앞,지방자치단체,경기도,이천시,127.4420202,37.27860185
6주공오거리 근처 주차장1,지방자치단체,강원도,강릉시,128.918058,37.761632
6주공오거리 근처 주차장2,지방자치단체,강원도,강릉시,128.917646,37.761673
7-1 명동타운옆,지방자치단체,경기도,이천시,127.4444344,37.27882714
7-2 남천공원입구,지방자치단체,경기도,이천시,127.4431237,37.27835448
7번국도 저탄장 주차장,지방자치단체,강원도,강릉시,129.025622,37.696535
8-2 터미널공영,지방자치단체,경기도,이천시,127.4481021,37.27743484
8-3 터미널뒤,지방자치단체,경기도,이천시,127.447546,37.27682423
8-4 안흥지건너편,지방자치단체,경기도,이천시,127.448876,37.27674715
8-5 기아오토랜드앞,지방자치단체,경기도,이천시,127.4492661,37.2759708
8-6 파티마병원뒤,지방자치단체,경기도,이천시,127.4497909,37.27510384
8-7 청솔공원앞,지방자치단체,경기도,이천시,127.4494325,37.27551966
9-1 우리은행옆,지방자치단체,경기도,이천시,127.4466011,37.28105356
9-2 나우한결내과앞,지방자치단체,경기도,이천시,127.4475135,37.28087895
9-3 분수대오거리1,지방자치단체,경기도,이천시,127.4470706,37.28035802
9-4 분수대오거리2,지방자치단체,경기도,이천시,127.4473185,37.28033006
9-5 농협하나로마트앞,지방자치단체,경기도,이천시,127.4487337,37.28129784
ABC행복학습타운,지방자치단체,경기도,시흥시,126.7846949,37.4485059
DDP동측(양쪽),지방자치단체,서울특별시,중구,127.0105,37.56596
DDP북측 마장로,지방자치단체,서울특별시,중구,127.011,37.56817
IB관광호텔 옆(노상),지방자치단체,강원도,정선군,128.7765177,37.24510074
J클래식 뒤쪽,지방자치단체,강원도,영월군,128.4590963,37.1760985
KBS별관뒤,지방자치단체,서울특별시,영등포구,126.9291,37.51933
KBS별관옆,지방자치단체,서울특별시,영등포구,126.9299,37.5198
KBS본관뒤,지방자치단체,서울특별시,영등포구,126.9303,37.52853
KBS본관앞,지방자치단체,서울특별시,영등포구,126.9171,37.52643
kbs부지 부차장,지방자치단체,강원도,강릉시,128.852722,37.7671165
KBS안동방송국앞,지방자치단체,경상북도,안동시,128.7122188,36.5695654
KBS연구관앞,지방자치단체,서울특별시,영등포구,126.915,37.527
KT 앞 주차장,지방자치단체,경기도,여주시,127.642101,37.295815
KT~우체국앞,지방자치단체,경상남도,거창군,127.908458,35.684476
KT안산지사,지방자치단체,경기도,안산시,126.8263967,37.31782225
LG디스플레이A3,지방자치단체,경상북도,구미시,128.3852025,36.09045445
LG전자 뒤,지방자치단체,강원도,양구군,127.9889008,38.1052879
MBC노래방옆 주차장,지방자치단체,전라북도,남원시,127.377406,35.406308
MBC방송국뒤,지방자치단체,서울특별시,영등포구,126.9309,37.5239
MBC앞 노외,지방자치단체,강원도,춘천시,127.7037323,37.87467568
NIA글로벌센터,공공기관,제주특별자치도,서귀포시,126.5201596,33.25347874
SK LPG충전소-태화주공,지방자치단체,경상북도,안동시,128.7118139,36.5590382
UN반기문기념광장 주차장,지방자치단체,충청북도,음성군,127.6902816,36.9226835
가경동 공한지 주차장,지방자치단체,충청북도,청주시,127.426496,36.6196205
가고파초등학교,교육청,경상남도,창원시,128.5804023,35.22578392
가곡 강변주차장,지방자치단체,경상남도,밀양시,128.762,35.4822
가곡 밀양역앞 공영유료주차장,지방자치단체,경상남도,밀양시,128.7703,35.4731
가곡 삼거리 공영유료주차장,지방자치단체,경상남도,밀양시,128.7669,35.4744
가곡면사무소,지방자치단체,충청북도,단양군,128.385429,37.028352
가곡초등학교,교육청,경기도,남양주시,127.3052128,37.68437154
가곡초등학교,교육청,충청북도,단양군,128.3855597,37.02689438
가곡초등학교대곡분교,교육청,충청북도,단양군,128.4263416,36.99798735
가곡초등학교보발분교,교육청,충청북도,단양군,128.4487679,37.02953921
가구리 복지회관 주변 마을공동주차장,지방자치단체,경상북도,안동시,128.7673006,36.61645442
가남초등학교,교육청,경기도,여주시,127.5475999,37.20528811
가남초등학교,교육청,충청남도,청양군,126.7888904,36.51658243
가납공영주차장,지방자치단체,경기도,양주시,126.987572,37.82044808
가납초등학교,교육청,경기도,양주시,126.9824246,37.81939865
가내초등학교,교육청,경기도,평택시,127.1143615,37.00669873
가덕도동 행정복지센터,지방자치단체,부산광역시,강서구,128.832319,35.05691
가득유치원,교육청,세종특별자치시,-,127.2435192,36.48705532
가락동 행정복지센터,지방자치단체,부산광역시,강서구,128.901807,35.196387
가락유치원,교육청,세종특별자치시,-,127.230687,36.515612
가락중학교,교육청,부산광역시,강서구,128.9036033,35.19043692
가락초,교육청,서울특별시,송파구,127.1076044,37.50002115
가람초등학교,교육청,경상남도,진주시,128.1014516,35.17359538
가래칠기 해변 주차장,지방자치단체,인천광역시,옹진군,125.68278,37.67905
가련산,지방자치단체,전라북도,전주시,127.1203109,35.8455001
가례마을 주차장,지방자치단체,경상남도,의령군,128.2437591,35.3231137
가례초등학교,교육청,경상남도,의령군,128.2468385,35.33308447
가륜리공영주차장,지방자치단체,경상북도,고령군,128.2127321,35.79336568
가림고등학교,교육청,인천광역시,서구,126.6812015,37.49261929
가림중학교,교육청,경기도,광명시,126.8796742,37.45764308
가림초등학교,교육청,경기도,광명시,126.8789116,37.45855007
가마산고가밑,지방자치단체,서울특별시,구로구,126.8825,37.49269
가북초등학교,교육청,경상남도,거창군,127.9926636,35.76329407
가사초등학교,교육청,경기도,평택시,126.9171847,36.93849441
가사초등학교,교육청,충청남도,서산시,126.3723301,36.75264082
가산동 금천교,지방자치단체,서울특별시,금천구,126.8876,37.466
가산로 주차장,지방자치단체,경기도,포천시,127.1888035,37.84728554
가산산성 남문,지방자치단체,경상북도,칠곡군,128.5909109,36.020748
가산산성 진남문,지방자치단체,경상북도,칠곡군,128.5891804,36.0192946
가산초등학교,교육청,경기도,포천시,127.1862107,37.84722928
가산초등학교,교육청,경상북도,칠곡군,128.5402165,36.07916349
가산초등학교,교육청,부산광역시,진구,129.0354729,35.14637277
가석지구 공영주차장(1),지방자치단체,경기도,양주시,126.9839029,37.82264585
가석지구 공영주차장(2),지방자치단체,경기도,양주시,126.986402,37.82114165
가석지구 공영주차장(3),지방자치단체,경기도,양주시,126.9823249,37.82019502
가석지구 공영주차장(4),지방자치단체,경기도,양주시,126.9780208,37.81916711
가수원로 시간제주차장,지방자치단체,대전광역시,서구,127.349524,36.303239
가수원제1공한지무료주차장,지방자치단체,대전광역시,서구,127.350304,36.299116
가수원제2공한지무료주차장,지방자치단체,대전광역시,서구,127.353889,36.299207
가수원제3공한지무료주차장,지방자치단체,대전광역시,서구,127.353946,36.299
가수초등학교,교육청,경기도,오산시,127.0479561,37.1481039
가술시장 내 주차장,지방자치단체,경상남도,창원시,128.7076343,35.33450449
가야 직거래장터,지방자치단체,경상남도,함안군,128.4090326,35.276389
가야고,지방자치단체,경상남도,김해시,128.8710785,35.23622837
가야고등학교,교육청,부산광역시,진구,129.0308,35.14664
가야곡중학교,교육청,충청남도,논산시,127.1683998,36.14401067
가야곡초등학교,교육청,충청남도,논산시,127.1683998,36.14401067
가야슈퍼-동창이용원 주차장,지방자치단체,경상남도,의령군,128.2634877,35.3217922
가야시장~구 함안역,지방자치단체,경상남도,함안군,128.4081596,35.2764965
가야여자중학교,교육청,부산광역시,진구,129.0364931,35.14759698
가야재래시장,지방자치단체,경상남도,함안군,128.4054964,35.2768771
가야재래시장,지방자치단체,경상남도,함안군,128.4069502,35.276603
가야재래시장,지방자치단체,경상남도,함안군,128.4071525,35.2771911
가야재래시장(향군회관),지방자치단체,경상남도,함안군,128.4081709,35.2766209
가야주차장,지방자치단체,경상남도,합천군,128.137439,35.7609565
가야중,지방자치단체,경상남도,김해시,128.8703592,35.23704696
가야초등학교,교육청,경상남도,함안군,128.4021172,35.27802414
가야초등학교,교육청,부산광역시,진구,129.0362693,35.1537258
가양2동 39-9～49-23번지선,지방자치단체,대전광역시,동구,127.4635062,36.3316249
가양2동 50-2～ 85-2번지선,지방자치단체,대전광역시,동구,127.4635062,36.3316249
가양2동 대주파크빌(아) 뒷길,지방자치단체,대전광역시,동구,127.4635062,36.3316249
가양3동,지방자치단체,서울특별시,강서구,126.8598,37.56033
가양동 가양천 복개길,지방자치단체,대전광역시,동구,127.4411662,36.3404272
가양동 가양천 복개길,지방자치단체,대전광역시,동구,127.4425521,36.3441006
가양동 노외공영주차장,지방자치단체,대전광역시,동구,127.4434797,36.3456382
가양동체육센터앞주차장,지방자치단체,대전광역시,동구,127.4375747,36.3394821
가양로 136번길 노상주차장,지방자치단체,경상남도,창원시,128.7082333,35.20838903
가양로 노상주차장,지방자치단체,경상남도,창원시,128.7020635,35.20854669
가양로(개나리 4차아파트 옆) 노상주차장,지방자치단체,경상남도,창원시,128.7044001,35.2097915
가양초등학교,교육청,경기도,남양주시,127.2934761,37.7330044
가온고등학교,교육청,경기도,안성시,127.2760543,36.98842094
가운고등학교,교육청,경기도,남양주시,127.160699,37.59944721
가은고등학교,교육청,경상북도,문경시,128.0716323,36.6446601
가은중학교,교육청,경상북도,문경시,128.0716323,36.6446601
가은초등학교,교육청,경상북도,문경시,128.0626677,36.6435603
가은초등학교 희양분교장,교육청,경상북도,문경시,127.9843699,36.6696724
가음동 1-5 공영주차장,지방자치단체,경상남도,창원시,128.6968294,35.2061105
가음동 18 임시 공영주차장,지방자치단체,경상남도,창원시,128.6994316,35.2060471
가음동 19-1 임시 공영주차장,지방자치단체,경상남도,창원시,128.6983734,35.2048246
가음동 20-2 임시 공영주차장,지방자치단체,경상남도,창원시,128.6992592,35.2073308
가음동 20-6 임시 공영주차장,지방자치단체,경상남도,창원시,128.6990051,35.2067698
가음동 2-13 공영주차장,지방자치단체,경상남도,창원시,128.6867,35.2111
가음동 2-2 공영주차장,지방자치단체,경상남도,창원시,128.695915,35.209073
가음동 22-6 임시 공영주차장,지방자치단체,경상남도,창원시,128.6958827,35.2080624
가음동 24-2 임시 공영주차장,지방자치단체,경상남도,창원시,128.6968746,35.2065288
가음동 37-5 공영주차장,지방자치단체,경상남도,창원시,128.702716,35.2054791
가음동 41-9 공영주차장,지방자치단체,경상남도,창원시,128.7003239,35.2048278
가음로 13번길 노상주차장,지방자치단체,경상남도,창원시,128.7009793,35.20884241
가음로 15번길 노상주차장,지방자치단체,경상남도,창원시,128.699927,35.212331
가음면소재공영주차장,지방자치단체,경상북도,의성군,128.7268842,36.23265493
가음정공원 임시공영주차장,지방자치단체,경상남도,창원시,128.6837103,35.2109369
가음정동주민센터앞공영주차장,지방자치단체,경상남도,창원시,128.6996263,35.212098
가음정로 노상주차장,지방자치단체,경상남도,창원시,128.6941612,35.20611494
가음정천복개(대방동) 공영주차장,지방자치단체,경상남도,창원시,128.7099342,35.2144944
가음초등학교,교육청,경상북도,의성군,128.7288783,36.23147437
가작로274번길(행복예식장⇔도로종점) 노상주차장,지방자치단체,강원도,강릉시,128.8730644,37.7734746
가장동제1공영주차장,지방자치단체,대전광역시,서구,127.384989,36.329942
가장로 걸친주차장,지방자치단체,대전광역시,서구,127.38259,36.336193
가재리,지방자치단체,경기도,화성시,126.9318531,37.160048
가재울고,교육청,서울특별시,서대문구,126.9095297,37.5743637
가정고등학교,교육청,인천광역시,서구,126.6797187,37.51351681
가정동주차장,지방자치단체,인천광역시,서구,126.6795253,37.51654178
가정역 공영주차장,지방자치단체,전라남도,곡성군,127.3693206,35.23094149
가조 3.1묘역,지방자치단체,경상남도,거창군,127.991205,35.713491
가조 온천관광지,지방자치단체,경상남도,거창군,128.022087,35.698821
가조초등학교,교육청,경상남도,거창군,128.0136315,35.71149883
가족회관 앞,지방자치단체,광주광역시,동구,126.9268868,35.15127766
가좌3동주차장,지방자치단체,인천광역시,서구,126.6803116,37.49370054
가좌고등학교,교육청,경기도,고양시,126.7201873,37.68802952
가좌동 217-31 주차장,지방자치단체,인천광역시,서구,126.67608,37.49003074
가좌쌈지주차장,지방자치단체,인천광역시,서구,126.6881479,37.48724627
가좌쌈지주차장,지방자치단체,인천광역시,서구,126.6890187,37.48723791
가좌주공2단지주차장,지방자치단체,인천광역시,서구,126.678718,37.486398
가좌초등학교,교육청,경기도,고양시,126.7213641,37.6884818
가좌초등학교,교육청,경상남도,진주시,128.103332,35.14957784
가창면 행정복지센터,지방자치단체,대구광역시,달성군,128.6228332,35.80270874
가창중학교,교육청,대구광역시,달성군,128.6440241,35.77402651
가창체육공원,지방자치단체,대구광역시,달성군,128.6496401,35.76745545
가천다랭이마을 주차장,지방자치단체,경상남도,남해군,127.89098,34.729019
가천주차장,지방자치단체,경상남도,남해군,127.896673,34.729274
가축위생방역지원본부,공공기관,세종특별자치시,-,127.2427807,36.51360487
가평고등학교,교육청,경기도,가평군,127.5130855,37.81828429
가평마장초등학교,교육청,경기도,가평군,127.5142923,37.85997251
가평북중(목동초),교육청,경기도,가평군,127.5481207,37.87934605
가평읍 노상주차장1,지방자치단체,경기도,가평군,127.5117377,37.82761415
가평읍 노상주차장2,지방자치단체,경기도,가평군,127.511348,37.82917214
가평읍 노상주차장3,지방자치단체,경기도,가평군,127.5097053,37.83131955
가평읍 노상주차장4,지방자치단체,경기도,가평군,127.5129777,37.82529143
가평읍 노상주차장5,지방자치단체,경기도,가평군,127.5119454,37.83223141
가평중학교,교육청,경기도,가평군,127.5100298,37.82753786
가평초등학교,교육청,부산광역시,진구,129.0257667,35.14887583
가포로 82번지 주차장,지방자치단체,경상남도,창원시,128.5630902,35.1776502
가현초등학교,교육청,경기도,김포시,126.6740034,37.63807828
가호 제1주차장(가호동사무소앞),지방자치단체,경상남도,진주시,128.1066569,35.15997316
가호제3주차장(경상대후문북편),지방자치단체,경상남도,진주시,128.1049748,35.15705189
가회중학교,교육청,경상남도,합천군,128.0323236,35.43643396
가회초등학교,교육청,경상남도,합천군,128.0344205,35.43507835
가흥2동 공영주차장,지방자치단체,경상북도,영주시,128.5703482,36.8377388
가흥2동 공영주차장,지방자치단체,경상북도,영주시,128.6097023,36.8304271
가흥2동 공영주차장,지방자치단체,경상북도,영주시,128.6126478,36.8330047
가흥동 현대아파트 인근 공영주차장,지방자치단체,경상북도,영주시,128.610137,36.833522
가흥동1945번지 주차장,지방자치단체,경상북도,영주시,128.607911,36.811882
가흥신도시 제1공영주차장,지방자치단체,경상북도,영주시,128.6290788,36.8236595
각남초등학교,교육청,경상북도,청도군,128.6569384,35.6426176
간동중·고등학교,교육청,강원도,화천군,127.7915913,38.0563712
간성 신안리 공원,지방자치단체,강원도,고성군,128.4688631,38.3799989
갈곡초등학교,교육청,경기도,용인시,127.1332521,37.2712833
갈곶초등학교,교육청,경기도,평택시,127.072031,37.12562853
갈기산주차장,지방자치단체,충청북도,영동군,127.6406826,36.1170307
갈마곡리공영노외주차장①,지방자치단체,강원도,홍천군,127.894683,37.6945548
갈마곡리공영노외주차장②,지방자치단체,강원도,홍천군,127.899334,37.694203
갈마곡리공영노외주차장③,지방자치단체,강원도,홍천군,127.9001,37.6968
갈마도서관공영주차장,지방자치단체,대전광역시,서구,127.366222,36.340866
갈마동제2공영주차장,지방자치단체,대전광역시,서구,127.3743217,36.3445731
갈마동제3공영주차장,지방자치단체,대전광역시,서구,127.374479,36.344703
갈마역로 시간제주차장,지방자치단체,대전광역시,서구,127.373909,36.364384
갈마제1공한지무료주차장,지방자치단체,대전광역시,서구,127.371643,36.34823
갈마제3공한지무료주차장,지방자치단체,대전광역시,서구,127.374684,36.346904
갈마제4공한지무료주차장,지방자치단체,대전광역시,서구,127.373899,36.347647
갈마중로7번길 노상주차장,지방자치단체,대전광역시,서구,127.371331,36.349617
갈마중학교,교육청,대전광역시,서구,127.3648403,36.34848881
갈말유명아파트 옆 주차장,지방자치단체,강원도,철원군,127.301385,38.148314
갈말파출소주차장,지방자치단체,강원도,철원군,127.313568,38.148325
갈매고등학교,교육청,경기도,구리시,127.1176504,37.627385
갈바리병원옆,지방자치단체,강원도,강릉시,128.8878102,37.7561653
갈산고등학교,교육청,충청남도,홍성군,126.5478667,36.60486517
갈산역,지방자치단체,인천광역시,부평구,126.726315,37.513532
갈산중학교,교육청,충청남도,홍성군,126.5478667,36.60486517
갈산초등학교,교육청,충청남도,홍성군,126.5536653,36.60252317
갈월중학교,교육청,경기도,포천시,127.1532572,37.82400784
갈전 주차장,지방자치단체,경상남도,창원시,128.681733,35.36353266
갈전운동장 부설주차장,지방자치단체,경상남도,창원시,128.6798411,35.36718487
갈전운동장 주차장,지방자치단체,경상남도,창원시,128.6799233,35.3665281
갈전초등학교,교육청,경상남도,진주시,128.1490625,35.18320304
갈천초등학교,교육청,경기도,화성시,126.9804858,37.12724576
감계중학교,교육청,경상남도,창원시,128.5873017,35.30023915
감곡도서관,지방자치단체,충청북도,음성군,127.637149,37.11963879
감곡면 공영주차장,지방자치단체,충청북도,음성군,127.6364387,37.1175483
감곡면 공영주차장,지방자치단체,충청북도,음성군,127.6397439,37.1177125
감곡면 공영주차장,지방자치단체,충청북도,음성군,127.6457979,37.1082895
감곡보건지소,지방자치단체,충청북도,음성군,127.636868,37.117674
감곡생활체육공원,지방자치단체,충청북도,음성군,127.64787,37.106963
감만중학교,교육청,부산광역시,남구,129.0892609,35.12173218
감만창의문화촌,지방자치단체,부산광역시,남구,129.081327,35.118568
감문중학교,교육청,경상북도,김천시,128.1861787,36.21758776
감물면사무소,지방자치단체,충청북도,괴산군,127.875184,36.836969
감삼동공영,지방자치단체,대구광역시,달서구,128.5436772,35.84699001
감성초등학교,교육청,세종특별자치시,-,127.2893635,36.44365761
감우재전승기념관,지방자치단체,충청북도,음성군,127.646742,36.950558
감일고등학교,교육청,경기도,하남시,127.1601695,37.50954349
감일중학교,교육청,경기도,하남시,127.1623407,37.50118776
감일초등학교,교육청,경기도,하남시,127.1620609,37.50023416
감전시장주변,지방자치단체,부산광역시,사상구,128.984707,35.155461
감전중고차시장주변,지방자치단체,부산광역시,사상구,128.988535,35.151351
감전중천주변,지방자치단체,부산광역시,사상구,128.977133,35.154437
감정중학교,교육청,경기도,김포시,126.7009004,37.62110744
감정초등학교,교육청,부산광역시,사하구,129.010875,35.0970072
감천1동행정복지센터,지방자치단체,부산광역시,사하구,129.0046513,35.08803231
감천2동행정복지센터,지방자치단체,부산광역시,사하구,129.0093604,35.09461091
감천중학교,교육청,경상북도,예천군,128.5261567,36.72434809
감천초등학교,교육청,경상남도,창원시,128.5154752,35.20718738
감천초등학교,교육청,경상북도,예천군,128.5263515,36.72265525
감천초등학교,교육청,부산광역시,사하구,129.0071932,35.08257424
감포중학교,교육청,경상북도,경주시,129.5061535,35.81078851
감포초등학교,교육청,경상북도,경주시,129.5016585,35.8098802
갑천면사무소 주차장,지방자치단체,강원도,횡성군,128.110221,37.560945
갑천초등학교,교육청,강원도,횡성군,128.1080605,37.55776096
갓바위 공영주차장,지방자치단체,대구광역시,동구,128.7252333,35.97039912
강경 대흥리 공영주차장,지방자치단체,충청남도,논산시,127.0151719,36.15584988
강경 산양1리 공영주차장,지방자치단체,충청남도,논산시,127.0206896,36.14706432
강경고등학교,교육청,충청남도,논산시,127.0198871,36.1596285
강경노외임시무료주차장,지방자치단체,충청남도,논산시,127.0138406,36.15476462
강경산양초등학교,교육청,충청남도,논산시,127.0214206,36.14707753
강경상업고등학교,교육청,충청남도,논산시,127.023298,36.16142445
강경여자중학교,교육청,충청남도,논산시,127.0212997,36.16054218
강경읍 중앙리 공영주차장 조성사업,지방자치단체,충청남도,논산시,127.0184731,36.16112357
강경중앙초등학교,교육청,충청남도,논산시,127.0191412,36.15978291
강경중학교,교육청,충청남도,논산시,127.0083211,36.1484243
강구면사무소,지방자치단체,경상북도,영덕군,129.378644,36.361906
강구정보고등학교,교육청,경상북도,영덕군,129.3799138,36.3533911
강구초등학교,교육청,경상북도,영덕군,129.3783492,36.35745582
강남 제1주차장(동성상가 앞),지방자치단체,경상남도,진주시,128.0890874,35.18168732
강남대로 150길,지방자치단체,서울특별시,강남구,127.0202,37.51586
강남중,교육청,서울특별시,동작구,126.9233466,37.50276263
강남중학교,교육청,인천광역시,강화군,126.4790998,37.64384136
강남초등학교(별관 옆 노면 주차장),교육청,울산광역시,남구,129.3189902,35.53756861
강동고,교육청,서울특별시,강동구,127.1606683,37.54991665
강동고등학교(부설주차장),교육청,울산광역시,북구,129.3609087,35.582734
강동동 행정복지센터,지방자치단체,부산광역시,강서구,128.935449,35.214544
강동마을,지방자치단체,경상남도,김해시,128.8767034,35.2181556
강동어르신센터,지방자치단체,대구광역시,동구,128.7058229,35.86576021
강동유치원(부설주차장),교육청,울산광역시,북구,129.4284243,35.6054054
강동중학교,교육청,대구광역시,동구,128.7296127,35.8659584
강동중학교(건물 뒤 노면 주차장),교육청,울산광역시,북구,129.434924,35.62962398
강동초등학교,교육청,경상북도,경주시,129.276743,35.99212784
강동초등학교,교육청,부산광역시,해운대구,129.1367469,35.17232166
강릉교육문화관,교육청,강원도,강릉시,128.8998438,37.74600957
강릉대로(교동사거리⇔신터미널) 노상주차장,지방자치단체,강원도,강릉시,128.887829,37.7575143
강릉대로(교동사거리⇔철길밑) 노상주차장,지방자치단체,강원도,강릉시,128.8907697,37.7582858
강릉세무서,중앙행정기관,강원도,강릉시,128.895946,37.775882
강릉실내종합체육관 주차장,지방자치단체,강원도,강릉시,128.893627,37.772128
강릉인라인스케이팅장 주차장,지방자치단체,강원도,강릉시,128.893726,37.772801
강릉정보공업고등학교,교육청,강원도,강릉시,128.8310431,37.8798246
강릉제일고등학교,교육청,강원도,강릉시,128.889662,37.7600633
강릉중학교 근처 주택가 주차장,지방자치단체,강원도,강릉시,128.907504,37.752682
강릉초등학교,교육청,강원도,강릉시,128.8875464,37.7533982
강림면사무소 주차장,지방자치단체,강원도,횡성군,128.1254,37.36024
강림중학교,교육청,강원도,횡성군,128.1268081,37.36418568
강변 둔치주차장,지방자치단체,경상남도,거창군,127.913651,35.685005
강변성모병원 옆 주차장,지방자치단체,경기도,동두천시,127.0513797,37.9061918
강변아파트 뒤 노상주차장,지방자치단체,강원도,평창군,128.3990208,37.36757008
강변주차장,지방자치단체,경기도,여주시,127.6395247,37.29776998
강변주차장(인당교~돌북교),지방자치단체,경상남도,함양군,127.7279017,35.51583219
강북고등학교,교육청,대구광역시,북구,128.729474,35.86694911
강북교육지원청(노외 주차장),교육청,울산광역시,북구,129.3586638,35.58398862
강산1 노상주차장,지방자치단체,충청남도,논산시,127.087839,36.19403431
강산2 노상주차장,지방자치단체,충청남도,논산시,127.0891215,36.19208658
강상초등학교,교육청,경기도,양평군,127.479829,37.4739284
